"id";"created";"description";"estimated";"priority";"progress";"status";"summary";"type";"updated";"creator_id";"feature_id";"owner_id";"version_id"
"1";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"165";"8";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"7";"1";"8";"1"
"2";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"150";"13";"50";"1";"Task #1";"0";"2015-01-18 21:16:46";"7";"1";"2";"1"
"3";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"120";"27";"0";"0";"Task #2";"0";"2015-01-18 21:16:46";"9";"1";"4";"1"
"4";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"105";"6";"35";"1";"Bug #0";"1";"2015-01-18 21:16:46";"4";"1";"8";"1"
"5";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"435";"1";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"8";"2";"2";"1"
"6";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"225";"20";"0";"0";"Task #1";"0";"2015-01-18 21:16:46";"3";"2";"7";"1"
"7";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"315";"2";"0";"0";"Task #2";"0";"2015-01-18 21:16:46";"9";"2";"4";"1"
"8";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"180";"7";"0";"0";"Task #3";"0";"2015-01-18 21:16:46";"2";"2";"3";"1"
"9";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"60";"6";"20";"1";"Bug #0";"1";"2015-01-18 21:16:46";"4";"2";"9";"1"
"10";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"30";"14";"6";"1";"Task #0";"0";"2015-01-18 21:16:46";"1";"3";"2";"1"
"11";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"315";"18";"0";"0";"Task #1";"0";"2015-01-18 21:16:46";"6";"3";"6";"1"
"12";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"375";"7";"125";"1";"Task #2";"0";"2015-01-18 21:16:46";"7";"3";"5";"1"
"13";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"60";"7";"0";"0";"Bug #0";"1";"2015-01-18 21:16:46";"9";"3";"4";"1"
"14";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"45";"6";"9";"1";"Bug #1";"1";"2015-01-18 21:16:46";"6";"3";"3";"1"
"15";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"165";"24";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"3";"4";"1";"1"
"16";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"405";"16";"0";"0";"Task #1";"0";"2015-01-18 21:16:46";"1";"4";"1";"1"
"17";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"135";"1";"0";"0";"Bug #0";"1";"2015-01-18 21:16:46";"2";"4";"8";"1"
"18";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"15";"3";"0";"0";"Bug #1";"1";"2015-01-18 21:16:46";"1";"4";"2";"1"
"19";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"255";"6";"51";"1";"Task #0";"0";"2015-01-18 21:16:46";"5";"5";"5";"1"
"20";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"180";"12";"0";"0";"Task #1";"0";"2015-01-18 21:16:46";"3";"5";"7";"1"
"21";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"240";"5";"0";"0";"Task #2";"0";"2015-01-18 21:16:46";"7";"5";"3";"1"
"22";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"450";"27";"90";"1";"Task #3";"0";"2015-01-18 21:16:46";"9";"5";"5";"1"
"23";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"90";"1";"0";"0";"Bug #0";"1";"2015-01-18 21:16:46";"1";"5";"7";"1"
"24";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"75";"3";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"2";"6";"9";"1"
"25";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"315";"22";"78";"1";"Task #1";"0";"2015-01-18 21:16:46";"8";"6";"5";"1"
"26";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"90";"21";"90";"2";"Task #2";"0";"2015-01-18 21:16:46";"9";"6";"2";"1"
"27";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"45";"6";"11";"1";"Task #3";"0";"2015-01-18 21:16:46";"6";"6";"8";"1"
"28";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"240";"8";"240";"2";"Task #4";"0";"2015-01-18 21:16:46";"8";"6";"7";"1"
"29";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"45";"5";"45";"2";"Bug #0";"1";"2015-01-18 21:16:46";"7";"6";"9";"1"
"30";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"240";"22";"60";"1";"Task #0";"0";"2015-01-18 21:16:46";"1";"8";"7";"1"
"31";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"450";"26";"0";"0";"Task #1";"0";"2015-01-18 21:16:46";"7";"8";"9";"1"
"32";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"195";"2";"0";"0";"Task #2";"0";"2015-01-18 21:16:46";"3";"8";"8";"1"
"33";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"60";"15";"0";"0";"Task #3";"0";"2015-01-18 21:16:46";"5";"8";"2";"1"
"34";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"30";"25";"6";"1";"Task #0";"0";"2015-01-18 21:16:46";"7";"9";"6";"1"
"35";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"360";"6";"0";"0";"Task #1";"0";"2015-01-18 21:16:46";"3";"9";"6";"1"
"36";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"45";"21";"0";"0";"Task #2";"0";"2015-01-18 21:16:46";"3";"9";"3";"1"
"37";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"60";"4";"60";"2";"Bug #0";"1";"2015-01-18 21:16:46";"9";"9";"6";"1"
"38";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"150";"25";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"7";"10";"3";"1"
"39";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"120";"13";"0";"0";"Task #1";"0";"2015-01-18 21:16:46";"2";"10";"1";"1"
"40";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"150";"13";"37";"1";"Task #2";"0";"2015-01-18 21:16:46";"5";"10";"4";"1"
"41";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"75";"10";"0";"0";"Task #3";"0";"2015-01-18 21:16:46";"6";"10";"4";"1"
"42";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"120";"24";"24";"1";"Task #4";"0";"2015-01-18 21:16:46";"9";"10";"5";"1"
"43";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"225";"2";"56";"1";"Task #0";"0";"2015-01-18 21:16:46";"5";"1";"4";"2"
"44";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"135";"21";"135";"2";"Task #1";"0";"2015-01-18 21:16:46";"2";"1";"3";"2"
"45";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"90";"2";"90";"2";"Bug #0";"1";"2015-01-18 21:16:46";"2";"1";"8";"2"
"46";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"285";"25";"142";"1";"Task #0";"0";"2015-01-18 21:16:46";"4";"2";"9";"2"
"47";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"45";"13";"11";"1";"Task #1";"0";"2015-01-18 21:16:46";"4";"2";"5";"2"
"48";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"75";"6";"25";"1";"Task #2";"0";"2015-01-18 21:16:46";"9";"2";"8";"2"
"49";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"135";"1";"135";"2";"Task #3";"0";"2015-01-18 21:16:46";"7";"2";"9";"2"
"50";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"90";"5";"90";"2";"Bug #0";"1";"2015-01-18 21:16:46";"7";"2";"4";"2"
"51";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"105";"28";"52";"1";"Task #0";"0";"2015-01-18 21:16:46";"4";"3";"2";"2"
"52";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"270";"10";"135";"1";"Task #1";"0";"2015-01-18 21:16:46";"3";"3";"8";"2"
"53";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"75";"21";"75";"2";"Task #0";"0";"2015-01-18 21:16:46";"8";"6";"7";"2"
"54";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"165";"6";"41";"1";"Task #1";"0";"2015-01-18 21:16:46";"8";"6";"9";"2"
"55";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"135";"3";"45";"1";"Bug #0";"1";"2015-01-18 21:16:46";"6";"6";"4";"2"
"56";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"135";"19";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"9";"7";"2";"2"
"57";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"360";"13";"0";"0";"Task #1";"0";"2015-01-18 21:16:46";"2";"7";"1";"2"
"58";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"165";"17";"55";"1";"Task #2";"0";"2015-01-18 21:16:46";"8";"7";"7";"2"
"59";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"420";"3";"210";"1";"Task #0";"0";"2015-01-18 21:16:46";"9";"9";"2";"2"
"60";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"150";"22";"75";"1";"Task #1";"0";"2015-01-18 21:16:46";"3";"9";"4";"2"
"61";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"165";"24";"0";"0";"Task #2";"0";"2015-01-18 21:16:46";"1";"9";"8";"2"
"62";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"60";"3";"12";"1";"Task #3";"0";"2015-01-18 21:16:46";"6";"9";"5";"2"
"63";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"210";"25";"42";"1";"Task #0";"0";"2015-01-18 21:16:46";"9";"10";"8";"2"
"64";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"45";"21";"9";"1";"Task #1";"0";"2015-01-18 21:16:46";"4";"10";"6";"2"
"65";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"75";"11";"37";"1";"Task #2";"0";"2015-01-18 21:16:46";"5";"10";"8";"2"
"66";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"135";"0";"0";"0";"Bug #0";"1";"2015-01-18 21:16:46";"1";"10";"2";"2"
"67";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"120";"7";"30";"1";"Bug #1";"1";"2015-01-18 21:16:46";"5";"10";"9";"2"
"68";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"435";"3";"217";"1";"Task #0";"0";"2015-01-18 21:16:46";"2";"1";"3";"3"
"69";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"105";"0";"105";"2";"Task #1";"0";"2015-01-18 21:16:46";"8";"1";"9";"3"
"70";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"225";"12";"75";"1";"Task #2";"0";"2015-01-18 21:16:46";"7";"1";"1";"3"
"71";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"180";"8";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"7";"3";"3";"3"
"72";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"105";"16";"21";"1";"Task #1";"0";"2015-01-18 21:16:46";"9";"3";"1";"3"
"73";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"405";"7";"81";"1";"Task #2";"0";"2015-01-18 21:16:46";"6";"3";"4";"3"
"74";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"195";"11";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"4";"4";"6";"3"
"75";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"15";"3";"7";"1";"Task #1";"0";"2015-01-18 21:16:46";"9";"4";"2";"3"
"76";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"300";"9";"150";"1";"Task #2";"0";"2015-01-18 21:16:46";"7";"4";"5";"3"
"77";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"330";"23";"0";"0";"Task #3";"0";"2015-01-18 21:16:46";"6";"4";"9";"3"
"78";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"300";"10";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"1";"5";"7";"3"
"79";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"315";"16";"315";"2";"Task #1";"0";"2015-01-18 21:16:46";"2";"5";"9";"3"
"80";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"195";"23";"0";"0";"Task #2";"0";"2015-01-18 21:16:46";"2";"5";"7";"3"
"81";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"165";"17";"33";"1";"Task #3";"0";"2015-01-18 21:16:46";"7";"5";"1";"3"
"82";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"405";"25";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"9";"6";"2";"3"
"83";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"405";"16";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"3";"10";"8";"3"
"84";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"240";"1";"80";"1";"Task #1";"0";"2015-01-18 21:16:46";"7";"10";"2";"3"
"85";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"120";"10";"30";"1";"Task #2";"0";"2015-01-18 21:16:46";"5";"10";"5";"3"
"86";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"345";"24";"172";"1";"Task #3";"0";"2015-01-18 21:16:46";"9";"10";"6";"3"
"87";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"330";"2";"0";"0";"Task #4";"0";"2015-01-18 21:16:46";"7";"10";"5";"3"
"88";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"15";"2";"15";"2";"Bug #0";"1";"2015-01-18 21:16:46";"2";"10";"6";"3"
"89";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"210";"1";"0";"0";"Task #0";"0";"2015-01-18 21:16:46";"1";"1";"1";"4"
"90";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"105";"1";"0";"0";"Task #1";"0";"2015-01-18 21:16:46";"9";"1";"8";"4"
"91";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"135";"8";"135";"2";"Bug #0";"1";"2015-01-18 21:16:46";"4";"1";"2";"4"
"92";"2015-01-18 21:16:46";"Lorem ipsum dolorsit.";"75";"8";"75";"2";"Bug #1";"1";"2015-01-18 21:16:46";"5";"1";"9";"4"
"93";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"285";"20";"95";"1";"Task #0";"0";"2015-01-18 21:16:47";"5";"3";"8";"4"
"94";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"330";"21";"0";"0";"Task #1";"0";"2015-01-18 21:16:47";"2";"3";"5";"4"
"95";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"300";"27";"60";"1";"Task #2";"0";"2015-01-18 21:16:47";"5";"3";"5";"4"
"96";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"315";"27";"78";"1";"Task #3";"0";"2015-01-18 21:16:47";"8";"3";"3";"4"
"97";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"45";"6";"0";"0";"Bug #0";"1";"2015-01-18 21:16:47";"5";"3";"5";"4"
"98";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"210";"23";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"4";"4";"9";"4"
"99";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"255";"3";"0";"0";"Task #1";"0";"2015-01-18 21:16:47";"7";"4";"5";"4"
"100";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"150";"24";"0";"0";"Task #2";"0";"2015-01-18 21:16:47";"1";"4";"8";"4"
"101";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"15";"4";"3";"1";"Bug #0";"1";"2015-01-18 21:16:47";"9";"4";"6";"4"
"102";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"150";"7";"0";"0";"Bug #1";"1";"2015-01-18 21:16:47";"1";"4";"1";"4"
"103";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"135";"2";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"7";"5";"6";"4"
"104";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"90";"3";"0";"0";"Bug #0";"1";"2015-01-18 21:16:47";"3";"5";"2";"4"
"105";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"225";"28";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"5";"7";"5";"4"
"106";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"105";"3";"105";"2";"Bug #0";"1";"2015-01-18 21:16:47";"2";"7";"3";"4"
"107";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"120";"15";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"4";"9";"8";"4"
"108";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"180";"14";"0";"0";"Task #1";"0";"2015-01-18 21:16:47";"2";"9";"1";"4"
"109";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"120";"3";"120";"2";"Bug #0";"1";"2015-01-18 21:16:47";"2";"9";"1";"4"
"110";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"30";"4";"0";"0";"Bug #1";"1";"2015-01-18 21:16:47";"8";"9";"2";"4"
"111";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"75";"7";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"4";"10";"4";"4"
"112";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"285";"7";"0";"0";"Task #1";"0";"2015-01-18 21:16:47";"3";"10";"2";"4"
"113";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"135";"27";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"7";"1";"3";"5"
"114";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"45";"9";"0";"0";"Bug #0";"1";"2015-01-18 21:16:47";"7";"1";"2";"5"
"115";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"60";"3";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"2";"2";"6";"5"
"116";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"195";"18";"65";"1";"Task #1";"0";"2015-01-18 21:16:47";"5";"2";"9";"5"
"117";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"105";"16";"0";"0";"Task #2";"0";"2015-01-18 21:16:47";"6";"2";"9";"5"
"118";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"345";"22";"345";"2";"Task #0";"0";"2015-01-18 21:16:47";"6";"3";"1";"5"
"119";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"375";"6";"75";"1";"Task #1";"0";"2015-01-18 21:16:47";"1";"3";"8";"5"
"120";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"135";"23";"0";"0";"Task #2";"0";"2015-01-18 21:16:47";"9";"3";"7";"5"
"121";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"165";"14";"33";"1";"Task #3";"0";"2015-01-18 21:16:47";"2";"3";"1";"5"
"122";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"255";"6";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"6";"4";"5";"5"
"123";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"330";"12";"0";"0";"Task #1";"0";"2015-01-18 21:16:47";"4";"4";"2";"5"
"124";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"240";"28";"60";"1";"Task #2";"0";"2015-01-18 21:16:47";"5";"4";"6";"5"
"125";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"300";"14";"300";"2";"Task #0";"0";"2015-01-18 21:16:47";"3";"5";"7";"5"
"126";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"435";"15";"145";"1";"Task #1";"0";"2015-01-18 21:16:47";"2";"5";"4";"5"
"127";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"15";"6";"0";"0";"Task #2";"0";"2015-01-18 21:16:47";"8";"5";"6";"5"
"128";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"15";"8";"7";"1";"Task #3";"0";"2015-01-18 21:16:47";"4";"5";"5";"5"
"129";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"120";"27";"30";"1";"Task #4";"0";"2015-01-18 21:16:47";"9";"5";"7";"5"
"130";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"15";"8";"7";"1";"Bug #0";"1";"2015-01-18 21:16:47";"9";"5";"1";"5"
"131";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"105";"4";"0";"0";"Bug #1";"1";"2015-01-18 21:16:47";"1";"5";"9";"5"
"132";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"90";"26";"45";"1";"Task #0";"0";"2015-01-18 21:16:47";"3";"6";"8";"5"
"133";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"375";"17";"0";"0";"Task #1";"0";"2015-01-18 21:16:47";"6";"6";"9";"5"
"134";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"150";"20";"50";"1";"Task #2";"0";"2015-01-18 21:16:47";"8";"6";"5";"5"
"135";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"90";"14";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"4";"7";"3";"5"
"136";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"135";"1";"45";"1";"Task #1";"0";"2015-01-18 21:16:47";"2";"7";"1";"5"
"137";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"270";"28";"270";"2";"Task #2";"0";"2015-01-18 21:16:47";"3";"7";"5";"5"
"138";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"390";"20";"0";"0";"Task #3";"0";"2015-01-18 21:16:47";"3";"7";"7";"5"
"139";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"150";"0";"150";"2";"Bug #0";"1";"2015-01-18 21:16:47";"2";"7";"3";"5"
"140";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"60";"4";"30";"1";"Bug #1";"1";"2015-01-18 21:16:47";"1";"7";"2";"5"
"141";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"450";"22";"90";"1";"Task #0";"0";"2015-01-18 21:16:47";"9";"8";"8";"5"
"142";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"60";"8";"0";"0";"Task #1";"0";"2015-01-18 21:16:47";"2";"8";"2";"5"
"143";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"300";"25";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"2";"9";"3";"5"
"144";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"75";"4";"75";"2";"Task #1";"0";"2015-01-18 21:16:47";"6";"9";"4";"5"
"145";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"270";"15";"0";"0";"Task #2";"0";"2015-01-18 21:16:47";"1";"9";"5";"5"
"146";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"330";"1";"66";"1";"Task #3";"0";"2015-01-18 21:16:47";"3";"9";"8";"5"
"147";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"330";"17";"0";"0";"Task #0";"0";"2015-01-18 21:16:47";"5";"10";"4";"5"
"148";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"375";"7";"75";"1";"Task #1";"0";"2015-01-18 21:16:47";"9";"10";"1";"5"
"149";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"375";"0";"75";"1";"Task #2";"0";"2015-01-18 21:16:47";"6";"10";"7";"5"
"150";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"285";"4";"285";"2";"Task #3";"0";"2015-01-18 21:16:47";"1";"10";"7";"5"
"151";"2015-01-18 21:16:47";"Lorem ipsum dolorsit.";"135";"5";"0";"0";"Bug #0";"1";"2015-01-18 21:16:47";"6";"10";"6";"5"
